Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1560904,"Πρόστιμα Γαλάζιου Ταμείου",3.000.000,,
1560904001,"Πρόστιμα Γαλάζιου Ταμείου",3.000.000,,
1560905,"Πρόστιμα και χρηματικές ποινές επιβαλλόμενες από τα ποινικά δικαστήρια",33.000.000,,
1560905001,"Πρόστιμα και χρηματικές ποινές επιβαλλόμενες από τα ποινικά δικαστήρια",33.000.000,,
1560906,"Πρόστιμα για παραβάσεις εργατικής νομοθεσίας",8.000.000,,
1560906001,"Πρόστιμα για παραβάσεις εργατικής νομοθεσίας",8.000.000,,
1560908,"Πρόστιμα για λιμενικές παραβάσεις",5.000.000,,
1560908001,"Πρόστιμα για λιμενικές παραβάσεις",5.000.000,,
1560909,"Πρόστιμα για την προστασία των καταναλωτών",1.000.000,,
1560909001,"Πρόστιμα για την προστασία των καταναλωτών",1.000.000,,
1560911,"Προσαυξήσεις εκπρόθεσμης καταβολής μη φορολογικών εσόδων",20.000.000,,
1560911001,"Προσαυξήσεις εκπρόθεσμης καταβολής μη φορολογικών εσόδων",20.000.000,,
1560921,"Καταπτώσεις εγγυητικών επιστολών",1.000.000,,
1560921001,"Καταπτώσεις εγγυητικών επιστολών",1.000.000,,
1560922,"Πρόστιμα για παραβάσεις σχετικές με την πρόληψη και καταστολή της νομιμοποίησης εσόδων από εγκληματικές δραστηριότητες και της χρηματοδότησης της τρομοκρατίας",2.000.000,,
1560922001,"Πρόστιμα για παραβάσεις σχετικές με την πρόληψη και καταστολή της νομιμοποίησης εσόδων από εγκληματικές δραστηριότητες και της χρηματοδότησης της τρομοκρατίας",2.000.000,,
1560988,"Λοιπά μη ταξινομημένα μη φορολογικά έσοδα",40.000.000,,
1560988001,"Λοιπά μη ταξινομημένα μη φορολογικά έσοδα",40.000.000,,
1560989,"Λοιπά πρόστιμα και χρηματικές ποινές",59.000.000,,
1560989001,"Λοιπά πρόστιμα και χρηματικές ποινές",59.000.000,,
159,"Επιστροφές δαπανών",321.000.000,,
15901,"Επιστροφές αποδοχών",61.000.000,,
1590189,"Λοιπές επιστροφές αποδοχών",61.000.000,,
1590189001,"Λοιπές επιστροφές αποδοχών",61.000.000,,
15903,"Επιστροφές μεταβιβάσεων",166.000.000,,
1590301,"Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων επενδύσεων",138.000.000,,
1590301001,"Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων επενδύσεων",138.000.000,,
1590302,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",20.000.000,,
1590302001,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",20.000.000,,
1590304,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",4.000.000,,
1590304001,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",4.000.000,,
1590309,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",4.000.000,,
1590309001,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",4.000.000,,
15907,"Επιστροφές λοιπών δαπανών",94.000.000,,
1590788,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π.",24.000.000,,
1590788001,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π. τακτικού προϋπολογισμού που εκδόθηκαν μετά την 31.12.2010",20.000.000,,
1590788002,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π. έργων επενδύσεων που εκδόθηκαν μετά την 31.12.2010",4.000.000,,
1590789,"Λοιπές επιστροφές ποσών",70.000.000,,
1590789001,"Λοιπές επιστροφές ποσών",70.000.000,,
31,"Πάγια περιουσιακά στοιχεία",332.000.000,,
311,"Κτίρια και συναφείς υποδομές",7.000.000,,
31103,"Λοιπά κτίρια",7.000.000,,
3110389,"Λοιπά Κτίρια",7.000.000,,
3110389001,"Έσοδα από πωλήσεις λοιπών κτιρίων",7.000.000,,
315,"Μη παραγόμενα περιουσιακά στοιχεία",325.000.000,,
31501,"Γη",325.000.000,,
3150101,"Δημόσια κτήματα",325.000.000,,
3150101001,"Πωλήσεις δημοσίων κτημάτων",325.000.000,,
43,"Χρεωστικοί τίτλοι",550.000.000,,
432,"Μακροπρόθεσμοι χρεωστικοί τίτλοι",550.000.000,,
43202,"Μακροπρόθεσμοι τίτλοι έκδοσης Δημόσιων Επιχειρήσεων",550.000.000,,
4320201,"Ομόλογα Δημοσίων Επιχειρήσεων",550.000.000,,
4320201001,"Εισπράξεις ομολόγων Δημοσίων Επιχειρήσεων",550.000.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",2.063.000.000,,
451,"Εισηγμένες μετοχές",3.000.000,,
45109,"Λοιπές εισηγμένες μετοχές",3.000.000,,
4510901,"Μετοχές λοιπών επιχειρήσεων εισηγμένων στο Χρηματιστήριο Αθηνών Α.Ε.",3.000.000,,
4510901001,"Πωλήσεις μετοχών λοιπών επιχειρήσεων εισηγμένων στο Χρηματιστήριο Αθηνών Α.Ε.",3.000.000,,
452,"Μη εισηγμένες μετοχές",2.060.000.000,,
45209,"Λοιπές μη εισηγμένες μετοχές",2.060.000.000,,
4520901,"Λοιπές μη εισηγμένες μετοχές εσωτερικού",2.060.000.000,,
4520901001,"Πωλήσεις μετοχών λοιπών επιχειρήσεων εσωτερικού μη εισηγμένων",2.060.000.000,,
52,"Υποχρεώσεις από Νόμισμα και καταθέσεις",19.000.000,,
521,"Υποχρεώσεις από νόμισμα σε κυκλοφορία",19.000.000,,
52101,"Υποχρεώσεις από κέρματα σε κυκλοφορία",19.000.000,,
5210101,"Μεταλλικά κέρματα σε κυκλοφορία",19.000.000,,
5210101001,"Έσοδα από την κυκλοφορία μεταλλικών κερμάτων",19.000.000,,
53,"Χρεωστικοί τίτλοι (Υποχρεώσεις)",22.761.145.000,,
531,"Βραχυπρόθεσμοι χρεωστικοί τίτλοι",13.500.000.000,,
53101,"Βραχυπρόθεσμοι τίτλοι εσωτερικού",13.500.000.000,,
5310101,"Έντοκα γραμμάτια του Ελληνικού Δημοσίου",13.500.000.000,,
5310101001,"Εισπράξεις εντόκων γραμματίων του Ελληνικού Δημοσίου",13.500.000.000,,
532,"Μακροπρόθεσμοι χρεωστικοί τίτλοι",9.261.145.000,,
53201,"Μακροπρόθεσμοι τίτλοι εσωτερικού",9.261.145.000,,
5320101,"Ομόλογα Ελληνικού Δημοσίου στην αγορά εσωτερικού",9.261.145.000,,
5320101001,"Εισπράξεις ομολόγων Ελληνικού Δημοσίου στην αγορά εσωτερικού",9.261.145.000,,
54,"Δάνεια",600.000.000.000,,
541,"Βραχυπρόθεσμα δάνεια",600.000.000.000,,
54101,"Βραχυπρόθεσμα δάνεια εσωτερικού",600.000.000.000,,
5410102,"Τίτλοι με σύμφωνο επαναγοράς",600.000.000.000,,
5410102001,"Εισπράξεις από την πώληση τίτλων με σύμφωνο επαναγοράς",600.000.000.000,,
13,"Μεταβιβάσεις",30.000.000,,
134,"Επιχορηγήσεις επενδύσεων εσωτερικού",30.000.000,,
13409,"Λοιπές Επιχορηγήσεις επενδύσεων",30.000.000,,
1340901,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
1340901001,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
15,"Λοιπά τρέχοντα έσοδα",170.000.000,,
159,"Επιστροφές δαπανών",170.000.000,,
15903,"Επιστροφές μεταβιβάσεων",166.000.000,,
1590301,"Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων επενδύσεων",138.000.000,,
1590302,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",20.000.000,,
1590302001,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",20.000.000,,
1590304,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",4.000.000,,
1590304001,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",4.000.000,,
1590309,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",4.000.000,,
1590309001,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",4.000.000,,
15907,"Επιστροφές λοιπών δαπανών",4.000.000,,
1590788,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π.",4.000.000,,
1590788002,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π. έργων επενδύσεων που εκδόθηκαν μετά την 31.12.2010 4.000.000 STOP Σύνολο:",200.000.000,,
13,"Μεταβιβάσεις",3.479.000.000,,
135,"Επιχορηγήσεις επενδύσεων από την Ε.Ε.",3.479.000.000,,
13501,"Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία",3.479.000.000,,
1350101,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.265.000.000,,
1350101001,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.265.000.000,,
1350103,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",470.000.000,,
1350103001,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",470.000.000,,
1350104,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350104001,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350106001,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350107,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",91.000.000,,
1350107001,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",91.000.000,,
1350108,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",38.000.000,,
1350108001,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",38.000.000,,
1350189,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",50.000.000,,
21,"Παροχές σε εργαζομένους",13.403.404.000,,
22,"Κοινωνικές παροχές",134.422.000,,
23,"Μεταβιβάσεις",27.824.312.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.145.289.000,,
25,"Επιδοτήσεις",89.060.000,,
26,"Τόκοι",4.500.100.000,,
27,"Λοιπές δαπάνες",71.388.000,,
29,"Πιστώσεις υπό κατανομή",8.245.362.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",623.188.000,,
33,"Αγορές τιμαλφών",10.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",562.480.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",19.367.000.000,,
54,"Δάνεια",601.528.130.000,,
21,"Παροχές σε εργαζομένους",13.403.404.000,,
22,"Κοινωνικές παροχές",134.422.000,,
23,"Μεταβιβάσεις",27.824.312.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.145.289.000,,
25,"Επιδοτήσεις",89.060.000,,
26,"Τόκοι",4.500.100.000,,
27,"Λοιπές δαπάνες",71.388.000,,
29,"Πιστώσεις υπό κατανομή",1.495.362.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",623.188.000,,
33,"Αγορές τιμαλφών",10.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",562.480.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",19.367.000.000,,
54,"Δάνεια",601.528.130.000,,
1001,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΔΗΜΟΚΡΑΤΙΑΣ",3.691.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",140.550.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",2.997.671.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",278.109.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",3.397.000.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",3.858.660.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",532.754.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",5.463.000.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",335.200.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",632.788.383.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",1.071.473.000,,
1031,"ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ & ΕΝΕΡΓΕΙΑΣ",660.805.000,,
1035,"ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ & ΕΠΕΝΔΥΣΕΩΝ",2.419.846.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",2.000.867.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",406.800.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",69.680.000,,
1047,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",2.470.481.000,,
1053,"ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ",192.279.000,,
1901,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΤΤΙΚΗΣ",19.856.000,,
1902,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ",27.484.000,,
1903,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ",18.937.000,,
1904,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ - ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",35.146.000,,
1905,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΙΓΑΙΟΥ",10.220.000,,
1906,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΚΡΗΤΗΣ",11.208.000,,
1907,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ",42.245.000,,
1001,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΔΗΜΟΚΡΑΤΙΑΣ",3.691.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",139.550.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",2.785.671.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",267.109.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",3.383.000.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",3.798.660.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",509.754.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",4.953.000.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",300.200.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",632.762.383.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",269.473.000,,
1031,"ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ & ΕΝΕΡΓΕΙΑΣ",90.805.000,,
1035,"ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ & ΕΠΕΝΔΥΣΕΩΝ",158.846.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",533.867.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",266.800.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",36.680.000,,
1047,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",2.365.481.000,,
1053,"ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ",132.279.000,,
1901,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΤΤΙΚΗΣ",19.856.000,,
1902,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ",27.484.000,,
1903,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ",18.937.000,,
1904,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ - ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",35.146.000,,
1905,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΙΓΑΙΟΥ",10.220.000,,
1906,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΚΡΗΤΗΣ",11.208.000,,
1907,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ",42.245.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",1.000.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",212.000.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",11.000.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",14.000.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",60.000.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",23.000.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",510.000.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",35.000.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",26.000.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",802.000.000,,
1031,"ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ & ΕΝΕΡΓΕΙΑΣ",570.000.000,,
1033,"ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ & ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ",420.000.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",1.467.000.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",140.000.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",33.000.000,,
1047,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",105.000.000,,
21,"Παροχές σε εργαζομένους",2.750.000,,
23,"Μεταβιβάσεις",188.000,,
24,"Αγορές αγαθών και υπηρεσιών",700.000,,
1001-101-0000000,"Προεδρία της Δημοκρατίας",3.691.000,,
21,"Παροχές σε εργαζομένους",2.750.000,,
23,"Μεταβιβάσεις",188.000,,
24,"Αγορές αγαθών και υπηρεσιών",700.000,,
21,"Παροχές σε εργαζομένους",109.625.000,,
22,"Κοινωνικές παροχές",754.000,,
23,"Μεταβιβάσεις",3.037.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.753.000,,
29,"Πιστώσεις υπό κατανομή",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.271.000,,
1003-101-0000000,"Γραφεία Προέδρου και Αντιπροέδρων της Βουλής των Ελλήνων",4.505.000,,
21,"Παροχές σε εργαζομένους",4.505.000,,
1003-201-0000000,"Γενική Γραμματεία της Βουλής των Ελλήνων",54.692.000,,
21,"Παροχές σε εργαζομένους",37.452.000,,
22,"Κοινωνικές παροχές",749.000,,
23,"Μεταβιβάσεις",2.987.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.938.000,,
29,"Πιστώσεις υπό κατανομή",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.456.000,,
33,"Αγορές τιμαλφών",10.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",80.353.000,,
21,"Παροχές σε εργαζομένους",67.668.000,,
22,"Κοινωνικές παροχές",5.000,,
23,"Μεταβιβάσεις",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.815.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 815.000 STOP Σύνολο:",139.550.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",1.000.000,,
21,"Παροχές σε εργαζομένους",58.494.000,,
23,"Μεταβιβάσεις",2.716.267.000,,
24,"Αγορές αγαθών και υπηρεσιών",9.938.000,,
1007-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εσωτερικών",2.092.000,,
21,"Παροχές σε εργαζομένους",1.956.000,,
24,"Αγορές αγαθών και υπηρεσιών",136.000,,
1007-103-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων και Αναπληρωτών Γενικών Γραμματέων του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",531.000,,
21,"Παροχές σε εργαζομένους",188.000,,
24,"Αγορές αγαθών και υπηρεσιών",343.000,,
1007-202-0000000,"Γενική Γραμματεία Ιθαγένειας",12.638.000,,
21,"Παροχές σε εργαζομένους",10.458.000,,
23,"Μεταβιβάσεις",2.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",180.000,,
1007-206-0000000,"Γενική Γραμματεία Εσωτερικών και Οργάνωσης",2.725.459.000,,
21,"Παροχές σε εργαζομένους",13.350.000,,
23,"Μεταβιβάσεις",2.709.156.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.668.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",285.000,,
1007-207-0000000,"Γενική Γραμματεία Ανθρωπίνου Δυναμικού Δημοσίου Τομέα",15.893.000,,
21,"Παροχές σε εργαζομένους",10.482.000,,
23,"Μεταβιβάσεις",4.105.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.116.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",190.000,,
1007-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/ Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.163.000,,
21,"Παροχές σε εργαζομένους",1.158.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1007-503-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς",220.000,,
21,"Παροχές σε εργαζομένους",176.000,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1007-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Ανώτατο Συμβούλιο Επιλογής Προσωπικού που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",11.263.000,,
21,"Παροχές σε εργαζομένους",9.904.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.209.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",150.000,,
1007-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Συνήγορος του Πολίτη που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",7.329.000,,
21,"Παροχές σε εργαζομένους",6.404.000,,
23,"Μεταβιβάσεις",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",850.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",65.000,,
1007-803-0000000,"Δαπάνες της Ανεξάρτητης Αρχής Εθνική Αρχή Διαφάνειας που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",5.086.000,,
21,"Παροχές σε εργαζομένους",2.211.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.671.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",204.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",3.997.000,,
21,"Παροχές σε εργαζομένους",2.207.000,,
23,"Μεταβιβάσεις",996.000,,
24,"Αγορές αγαθών και υπηρεσιών",716.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 78.000 STOP Σύνολο:",2.785.671.000,,
