Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
21,"Παροχές σε εργαζομένους",44.609.000,,
22,"Κοινωνικές παροχές",716.000,,
23,"Μεταβιβάσεις",6.318.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.605.000,,
29,"Πιστώσεις υπό κατανομή",100.000,,
31,"Πάγια περιουσιακά στοιχεία",3.208.000,,
33,"Τιμαλφή",80.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",92.879.000,,
21,"Παροχές σε εργαζομένους",76.625.000,,
22,"Κοινωνικές παροχές",12.000,,
23,"Μεταβιβάσεις",72.000,,
24,"Αγορές αγαθών και υπηρεσιών",14.916.000,,
26,"Τόκοι",1.000,,
31,"Πάγια περιουσιακά στοιχεία 1.253.000 STOP Σύνολο:",169.950.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",2.000.000,,
21,"Παροχές σε εργαζομένους",20.543.000,,
22,"Κοινωνικές παροχές",20.000,,
23,"Μεταβιβάσεις",8.930.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.091.000,,
25,"Επιδοτήσεις",3.600.000,,
1004-101-0000000,"Γραφεία Αντιπροέδρου της Κυβέρνησης  Υπουργών Επικρατείας  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων της Προεδρίας της Κυβέρνησης",1.544.000,,
21,"Παροχές σε εργαζομένους",1.544.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",9.656.000,,
21,"Παροχές σε εργαζομένους",5.260.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.891.000,,
31,"Πάγια περιουσιακά στοιχεία",505.000,,
1004-202-0000000,"Γενική Γραμματεία Νομικών και Κοινοβουλευτικών Θεμάτων",6.253.000,,
21,"Παροχές σε εργαζομένους",6.253.000,,
1004-203-0000000,"Γενική Γραμματεία Συντονισμού",3.217.000,,
21,"Παροχές σε εργαζομένους",3.217.000,,
1004-204-0000000,"Γενική Γραμματεία Επικοινωνίας και Ενημέρωσης",16.627.000,,
21,"Παροχές σε εργαζομένους",3.877.000,,
22,"Κοινωνικές παροχές",20.000,,
23,"Μεταβιβάσεις",8.930.000,,
24,"Αγορές αγαθών και υπηρεσιών",200.000,,
25,"Επιδοτήσεις",3.600.000,,
1004-206-0000000,"Ειδική Γραμματεία Μακροπρόθεσμου Σχεδιασμού",164.000,,
21,"Παροχές σε εργαζομένους",164.000,,
1004-501-0000000,"Εθνική Αρχή Προσβασιμότητας",89.000,,
21,"Παροχές σε εργαζομένους",89.000,,
1004-502-0000000,"Εθνική Επιτροπή Βιοηθικής και Τεχνοηθικής",139.000,,
21,"Παροχές σε εργαζομένους 139.000 STOP Σύνολο:",37.689.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",1.500.000,,
29,"Πιστώσεις υπό κατανομή",1.500.000,,
1004-202-0000000,"Γενική Γραμματεία Νομικών και Κοινοβουλευτικών Θεμάτων",1.500.000,,
29,"Πιστώσεις υπό κατανομή 1.500.000 STOP Σύνολο:",3.000.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",1.000.000,,
21,"Παροχές σε εργαζομένους",68.578.000,,
23,"Μεταβιβάσεις",3.359.467.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.594.000,,
27,"Λοιπές δαπάνες",186.000,,
29,"Πιστώσεις υπό κατανομή",3.200.000,,
1007-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εσωτερικών",2.066.000,,
21,"Παροχές σε εργαζομένους",1.930.000,,
24,"Αγορές αγαθών και υπηρεσιών",136.000,,
1007-103-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων και Αναπληρωτών Γενικών Γραμματέων του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",583.000,,
21,"Παροχές σε εργαζομένους",240.000,,
24,"Αγορές αγαθών και υπηρεσιών",343.000,,
1007-202-0000000,"Γενική Γραμματεία Ιθαγένειας",14.340.000,,
21,"Παροχές σε εργαζομένους",10.400.000,,
24,"Αγορές αγαθών και υπηρεσιών",740.000,,
29,"Πιστώσεις υπό κατανομή",3.200.000,,
1007-206-0000000,"Γενική Γραμματεία Εσωτερικών και Οργάνωσης",31.927.000,,
21,"Παροχές σε εργαζομένους",8.270.000,,
23,"Μεταβιβάσεις",20.180.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.192.000,,
31,"Πάγια περιουσιακά στοιχεία",285.000,,
1007-207-0000000,"Γενική Γραμματεία Δημόσιας Διοίκησης",24.325.000,,
21,"Παροχές σε εργαζομένους",13.209.000,,
23,"Μεταβιβάσεις",7.138.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.602.000,,
27,"Λοιπές δαπάνες",186.000,,
31,"Πάγια περιουσιακά στοιχεία",190.000,,
1007-208-0000000,"Ειδική Γραμματεία για την Προστασία των Ζώων Συντροφιάς",278.000,,
21,"Παροχές σε εργαζομένους",218.000,,
24,"Αγορές αγαθών και υπηρεσιών",60.000,,
1007-209-0000000,"Γενική Γραμματεία Αυτοδιοίκησης και Αποκέντρωσης",3.334.319.000,,
21,"Παροχές σε εργαζομένους",3.426.000,,
23,"Μεταβιβάσεις",3.330.893.000,,
1007-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/ Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",532.000,,
21,"Παροχές σε εργαζομένους",527.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1007-503-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς",226.000,,
21,"Παροχές σε εργαζομένους",182.000,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1007-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Ανώτατο Συμβούλιο Επιλογής Προσωπικού που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",19.456.000,,
21,"Παροχές σε εργαζομένους",15.421.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.885.000,,
31,"Πάγια περιουσιακά στοιχεία",150.000,,
1007-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Συνήγορος του Πολίτη που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",7.738.000,,
21,"Παροχές σε εργαζομένους",6.702.000,,
23,"Μεταβιβάσεις",6.000,,
24,"Αγορές αγαθών και υπηρεσιών",950.000,,
31,"Πάγια περιουσιακά στοιχεία",80.000,,
1007-803-0000000,"Δαπάνες της Ανεξάρτητης Αρχής Εθνική Αρχή Διαφάνειας που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",8.747.000,,
21,"Παροχές σε εργαζομένους",5.458.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.821.000,,
31,"Πάγια περιουσιακά στοιχεία",468.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",4.739.000,,
21,"Παροχές σε εργαζομένους",2.595.000,,
23,"Μεταβιβάσεις",1.250.000,,
24,"Αγορές αγαθών και υπηρεσιών",816.000,,
31,"Πάγια περιουσιακά στοιχεία 78.000 STOP Σύνολο:",3.449.276.000,,
1007-209-0000000,"Γενική Γραμματεία Αυτοδιοίκησης και Αποκέντρωσης",149.000.000,,
29,"Πιστώσεις υπό κατανομή",149.000.000,,
1007-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Εσωτερικών",121.000.000,,
29,"Πιστώσεις υπό κατανομή",121.000.000,,
1007-705-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Εσωτερικών (τομέας Ανθρώπινου Δυναμικού)",30.000.000,,
29,"Πιστώσεις υπό κατανομή",30.000.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",1.000.000,,
29,"Πιστώσεις υπό κατανομή 1.000.000 STOP Σύνολο:",301.000.000,,
1007-207-0000000,"Γενική Γραμματεία Δημόσιας Διοίκησης",6.000.000,,
29,"Πιστώσεις υπό κατανομή",6.000.000,,
1007-209-0000000,"Γενική Γραμματεία Αυτοδιοίκησης και Αποκέντρωσης",73.000.000,,
29,"Πιστώσεις υπό κατανομή",73.000.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",1.000.000,,
21,"Παροχές σε εργαζομένους",140.422.000,,
22,"Κοινωνικές παροχές",2.250.000,,
23,"Μεταβιβάσεις",156.829.000,,
24,"Αγορές αγαθών και υπηρεσιών",83.153.000,,
26,"Τόκοι",100.000,,
29,"Πιστώσεις υπό κατανομή",4.920.000,,
31,"Πάγια περιουσιακά στοιχεία",2.433.000,,
1009-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εξωτερικών",11.219.000,,
21,"Παροχές σε εργαζομένους",4.750.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.469.000,,
1009-201-0000000,"Υπηρεσιακή Γενική Γραμματεία του Υπουργείου Εξωτερικών",46.825.000,,
21,"Παροχές σε εργαζομένους",15.385.000,,
22,"Κοινωνικές παροχές",2.250.000,,
23,"Μεταβιβάσεις",245.000,,
24,"Αγορές αγαθών και υπηρεσιών",27.965.000,,
31,"Πάγια περιουσιακά στοιχεία",980.000,,
1009-206-0000000,"Γενική Γραμματεία Διεθνών Οικονομικών Σχέσεων και Εξωστρέφειας",8.833.000,,
21,"Παροχές σε εργαζομένους",3.603.000,,
23,"Μεταβιβάσεις",1.145.000,,
24,"Αγορές αγαθών και υπηρεσιών",40.000,,
29,"Πιστώσεις υπό κατανομή",4.045.000,,
1009-208-0000000,"Γενική Γραμματεία Δημόσιας Διπλωματίας και Απόδημου Ελληνισμού",5.073.000,,
21,"Παροχές σε εργαζομένους",3.453.000,,
23,"Μεταβιβάσεις",610.000,,
24,"Αγορές αγαθών και υπηρεσιών",135.000,,
29,"Πιστώσεις υπό κατανομή",875.000,,
1009-401-0000000,"Αρχές Εξωτερικής Υπηρεσίας",313.410.000,,
21,"Παροχές σε εργαζομένους",108.563.000,,
23,"Μεταβιβάσεις",154.829.000,,
24,"Αγορές αγαθών και υπηρεσιών",48.339.000,,
26,"Τόκοι",100.000,,
31,"Πάγια περιουσιακά στοιχεία",1.449.000,,
54,"Δάνεια",130.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",4.877.000,,
21,"Παροχές σε εργαζομένους",4.668.000,,
24,"Αγορές αγαθών και υπηρεσιών",205.000,,
31,"Πάγια περιουσιακά στοιχεία 4.000 STOP Σύνολο:",390.237.000,,
1009-201-0000000,"Υπηρεσιακή Γενική Γραμματεία του Υπουργείου Εξωτερικών",400.000,,
29,"Πιστώσεις υπό κατανομή",400.000,,
1009-206-0000000,"Γενική Γραμματεία Διεθνών Οικονομικών Σχέσεων και Εξωστρέφειας",15.045.000,,
29,"Πιστώσεις υπό κατανομή",15.045.000,,
1009-401-0000000,"Αρχές Εξωτερικής Υπηρεσίας",537.000,,
29,"Πιστώσεις υπό κατανομή",537.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",18.000,,
29,"Πιστώσεις υπό κατανομή",18.000,,
1009-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Εξωτερικών",2.000.000,,
29,"Πιστώσεις υπό κατανομή 2.000.000 STOP Σύνολο:",18.000.000,,
1009-201-0000000,"Υπηρεσιακή Γενική Γραμματεία του Υπουργείου Εξωτερικών",672.000,,
29,"Πιστώσεις υπό κατανομή",672.000,,
1009-206-0000000,"Γενική Γραμματεία Διεθνών Οικονομικών Σχέσεων και Εξωστρέφειας",512.000,,
29,"Πιστώσεις υπό κατανομή",512.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",16.000,,
29,"Πιστώσεις υπό κατανομή",16.000,,
1009-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Εξωτερικών",10.800.000,,
21,"Παροχές σε εργαζομένους",2.831.342.000,,
22,"Κοινωνικές παροχές",77.846.000,,
23,"Μεταβιβάσεις",51.719.000,,
24,"Αγορές αγαθών και υπηρεσιών",530.721.000,,
27,"Λοιπές δαπάνες",1.337.000,,
29,"Πιστώσεις υπό κατανομή",38.092.000,,
31,"Πάγια περιουσιακά στοιχεία 2.529.943.000 STOP Σύνολο: 6.061.000.000 ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ ΠΙΣΤΩΣΕΙΣ ΚΑΤΑ ΜΕΙΖΟΝΑ ΚΑΤΗΓΟΡΙΑ ΔΑΠΑΝΗΣ ΤΑΚΤΙΚΟΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ",5.522.000,,
21,"Παροχές σε εργαζομένους",5.522.000,,
1011-201-0000000,"Γενικό Επιτελείο Εθνικής Άμυνας",49.013.000,,
21,"Παροχές σε εργαζομένους",65.000,,
23,"Μεταβιβάσεις",35.537.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.160.000,,
31,"Πάγια περιουσιακά στοιχεία",1.251.000,,
1011-202-0000000,"Γενικό Επιτελείο Στρατού",1.789.481.000,,
21,"Παροχές σε εργαζομένους",1.551.581.000,,
22,"Κοινωνικές παροχές",36.655.000,,
23,"Μεταβιβάσεις",1.230.000,,
24,"Αγορές αγαθών και υπηρεσιών",192.243.000,,
27,"Λοιπές δαπάνες",1.330.000,,
31,"Πάγια περιουσιακά στοιχεία",6.442.000,,
1011-202-9900100,"Ελληνική Δύναμη Κύπρου",2.423.000,,
21,"Παροχές σε εργαζομένους",55.000,,
22,"Κοινωνικές παροχές",164.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.202.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1011-203-0000000,"Γενικό Επιτελείο Ναυτικού",642.249.000,,
21,"Παροχές σε εργαζομένους",525.119.000,,
22,"Κοινωνικές παροχές",10.312.000,,
23,"Μεταβιβάσεις",2.510.000,,
24,"Αγορές αγαθών και υπηρεσιών",99.900.000,,
27,"Λοιπές δαπάνες",7.000,,
31,"Πάγια περιουσιακά στοιχεία",4.401.000,,
1011-204-0000000,"Γενικό Επιτελείο Αεροπορίας",955.064.000,,
21,"Παροχές σε εργαζομένους",711.243.000,,
22,"Κοινωνικές παροχές",12.659.000,,
23,"Μεταβιβάσεις",10.792.000,,
24,"Αγορές αγαθών και υπηρεσιών",200.894.000,,
31,"Πάγια περιουσιακά στοιχεία",19.476.000,,
1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",2.572.474.000,,
22,"Κοινωνικές παροχές",18.056.000,,
23,"Μεταβιβάσεις",1.650.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.405.000,,
29,"Πιστώσεις υπό κατανομή",38.092.000,,
31,"Πάγια περιουσιακά στοιχεία",2.498.271.000,,
1011-601-0000000,"Εθνική Υπηρεσία Πληροφοριών",35.700.000,,
21,"Παροχές σε εργαζομένους",28.683.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.917.000,,
31,"Πάγια περιουσιακά στοιχεία",100.000,,
1011-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων του ΝΙΜΤΣ που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Εθνικής Άμυνας (εκτός επιχορήγησης)",9.074.000,,
21,"Παροχές σε εργαζομένους 9.074.000 STOP Σύνολο:",6.061.000.000,,
1011-202-0000000,"Γενικό Επιτελείο Στρατού",26.000.000,,
29,"Πιστώσεις υπό κατανομή",26.000.000,,
1011-203-0000000,"Γενικό Επιτελείο Ναυτικού",7.400.000,,
29,"Πιστώσεις υπό κατανομή",7.400.000,,
1011-204-0000000,"Γενικό Επιτελείο Αεροπορίας",11.500.000,,
29,"Πιστώσεις υπό κατανομή",11.500.000,,
1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",100.000,,
29,"Πιστώσεις υπό κατανομή 100.000 STOP Σύνολο:",45.000.000,,
1011-202-0000000,"Γενικό Επιτελείο Στρατού",7.500.000,,
29,"Πιστώσεις υπό κατανομή",7.500.000,,
1011-203-0000000,"Γενικό Επιτελείο Ναυτικού",8.500.000,,
29,"Πιστώσεις υπό κατανομή",8.500.000,,
1011-204-0000000,"Γενικό Επιτελείο Αεροπορίας",7.000.000,,
29,"Πιστώσεις υπό κατανομή",7.000.000,,
1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",1.000.000,,
21,"Παροχές σε εργαζομένους",2.342.138.000,,
23,"Μεταβιβάσεις",4.158.244.000,,
24,"Αγορές αγαθών και υπηρεσιών",104.679.000,,
29,"Πιστώσεις υπό κατανομή",1.638.000,,
1015-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υγείας",3.584.000,,
21,"Παροχές σε εργαζομένους",3.509.000,,
24,"Αγορές αγαθών και υπηρεσιών",75.000,,
1015-202-0000000,"Γενική Γραμματεία Δημόσιας Υγείας",658.558.000,,
21,"Παροχές σε εργαζομένους",3.247.000,,
23,"Μεταβιβάσεις",582.621.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.690.000,,
1015-203-0000000,"Γενική Γραμματεία Υπηρεσιών Υγείας",3.575.220.000,,
21,"Παροχές σε εργαζομένους",4.291.000,,
23,"Μεταβιβάσεις",3.562.373.000,,
24,"Αγορές αγαθών και υπηρεσιών",8.556.000,,
1015-205-0000000,"Γενική Γραμματεία Στρατηγικού Σχεδιασμού",26.780.000,,
21,"Παροχές σε εργαζομένους",1.554.000,,
23,"Μεταβιβάσεις",13.250.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.478.000,,
31,"Πάγια περιουσιακά στοιχεία",1.498.000,,
1015-401-0000000,"Εθνική Αρχή Ιατρικώς Υποβοηθούμενης Αναπαραγωγής",1.008.000,,
21,"Παροχές σε εργαζομένους",338.000,,
24,"Αγορές αγαθών και υπηρεσιών",614.000,,
31,"Πάγια περιουσιακά στοιχεία",56.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23.135.000,,
21,"Παροχές σε εργαζομένους",9.075.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.251.000,,
29,"Πιστώσεις υπό κατανομή",1.638.000,,
31,"Πάγια περιουσιακά στοιχεία",171.000,,
1015-601-0000000,"Δαπάνες του Εθνικού Συντονιστή για την Αντιμετώπιση των Ναρκωτικών  που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υγείας",82.000,,
21,"Παροχές σε εργαζομένους",67.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1015-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων Νοσοκομείων ΕΣΥ  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",1.869.497.000,,
21,"Παροχές σε εργαζομένους",1.869.497.000,,
1015-902-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων ΥΠΕ-ΠΕΔΥ  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",360.557.000,,
21,"Παροχές σε εργαζομένους",360.557.000,,
1015-904-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων του Εθνικού Κέντρου Άμεσης Βοήθειας (ΕΚΑΒ)  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",90.003.000,,
21,"Παροχές σε εργαζομένους 90.003.000 STOP Σύνολο:",6.608.424.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",16.000.000,,
29,"Πιστώσεις υπό κατανομή",16.000.000,,
1015-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Υγείας",503.000.000,,
29,"Πιστώσεις υπό κατανομή 503.000.000 STOP Σύνολο:",519.000.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",46.000.000,,
29,"Πιστώσεις υπό κατανομή",46.000.000,,
1015-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Υγείας",4.000.000,,
21,"Παροχές σε εργαζομένους",543.684.000,,
23,"Μεταβιβάσεις",4.435.000,,
24,"Αγορές αγαθών και υπηρεσιών",29.167.000,,
29,"Πιστώσεις υπό κατανομή",70.000,,
1017-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Δικαιοσύνης",1.450.000,,
21,"Παροχές σε εργαζομένους",1.180.000,,
24,"Αγορές αγαθών και υπηρεσιών",270.000,,
1017-206-0000000,"Γενική Γραμματεία Δικαιοσύνης",526.513.000,,
21,"Παροχές σε εργαζομένους",497.376.000,,
23,"Μεταβιβάσεις",4.428.000,,
24,"Αγορές αγαθών και υπηρεσιών",24.409.000,,
29,"Πιστώσεις υπό κατανομή",70.000,,
31,"Πάγια περιουσιακά στοιχεία",230.000,,
1017-401-0000000,"Ελεγκτικό Συνέδριο",40.289.000,,
21,"Παροχές σε εργαζομένους",38.423.000,,
23,"Μεταβιβάσεις",6.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.737.000,,
31,"Πάγια περιουσιακά στοιχεία",123.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",4.620.000,,
21,"Παροχές σε εργαζομένους",2.930.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.690.000,,
1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",2.731.000,,
21,"Παροχές σε εργαζομένους",1.972.000,,
23,"Μεταβιβάσεις",1.000,,
24,"Αγορές αγαθών και υπηρεσιών",684.000,,
31,"Πάγια περιουσιακά στοιχεία",74.000,,
1017-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Διασφάλισης του Απορρήτου των Επικοινωνιών που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",2.200.000,,
21,"Παροχές σε εργαζομένους",1.803.000,,
24,"Αγορές αγαθών και υπηρεσιών",377.000,,
31,"Πάγια περιουσιακά στοιχεία 20.000 STOP Σύνολο:",577.803.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",14.000.000,,
29,"Πιστώσεις υπό κατανομή",14.000.000,,
1017-702-0000000,"Δαπάνες Ταμείου Ανάκαμψης και Ανθεκτικότητας του Υπουργείου Δικαιοσύνης",53.000.000,,
29,"Πιστώσεις υπό κατανομή 53.000.000 STOP Σύνολο:",67.000.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",6.000.000,,
21,"Παροχές σε εργαζομένους",4.935.588.000,,
22,"Κοινωνικές παροχές",440.000,,
23,"Μεταβιβάσεις",530.338.000,,
24,"Αγορές αγαθών και υπηρεσιών",124.934.000,,
25,"Επιδοτήσεις",30.000,,
29,"Πιστώσεις υπό κατανομή",665.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000.000,,
1020-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων  Υπηρεσιακού Γραμματέα του Υπουργείου Παιδείας  Θρησκευμάτων και Αθλητισμού",2.357.000,,
21,"Παροχές σε εργαζομένους",2.357.000,,
1020-202-0000000,"Γενική Γραμματεία Θρησκευμάτων",235.426.000,,
21,"Παροχές σε εργαζομένους",231.604.000,,
22,"Κοινωνικές παροχές",20.000,,
23,"Μεταβιβάσεις",3.395.000,,
24,"Αγορές αγαθών και υπηρεσιών",324.000,,
31,"Πάγια περιουσιακά στοιχεία",83.000,,
1020-206-0000000,"Γενική Γραμματεία Πρωτοβάθμιας  Δευτεροβάθμιας Εκπαίδευσης και Ειδικής Αγωγής",3.870.675.000,,
21,"Παροχές σε εργαζομένους",3.823.844.000,,
22,"Κοινωνικές παροχές",40.000,,
23,"Μεταβιβάσεις",41.038.000,,
