Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1590789,"Λοιπές επιστροφές ποσών",136.000.000,,
1590789001,"Λοιπές επιστροφές ποσών",136.000.000,,
31,"Πάγια περιουσιακά στοιχεία",13.000.000,,
311,"Κτίρια και συναφείς υποδομές",13.000.000,,
31103,"Λοιπά κτίρια",13.000.000,,
3110389,"Λοιπά Κτίρια",13.000.000,,
3110389001,"Έσοδα από πωλήσεις λοιπών κτιρίων",13.000.000,,
43,"Χρεωστικοί τίτλοι",31.000.000,,
432,"Μακροπρόθεσμοι χρεωστικοί τίτλοι",31.000.000,,
43202,"Μακροπρόθεσμοι τίτλοι έκδοσης Δημόσιων Επιχειρήσεων",31.000.000,,
4320201,"Ομόλογα Δημοσίων Επιχειρήσεων",31.000.000,,
4320201001,"Εισπράξεις ομολόγων Δημοσίων Επιχειρήσεων",31.000.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",687.000.000,,
451,"Εισηγμένες μετοχές",3.000.000,,
45109,"Λοιπές εισηγμένες μετοχές",3.000.000,,
4510901,"Μετοχές λοιπών επιχειρήσεων εισηγμένων στο Χρηματιστήριο Αθηνών Α.Ε.",3.000.000,,
4510901001,"Πωλήσεις μετοχών λοιπών επιχειρήσεων εισηγμένων στο Χρηματιστήριο Αθηνών Α.Ε.",3.000.000,,
452,"Μη εισηγμένες μετοχές",684.000.000,,
45209,"Λοιπές μη εισηγμένες μετοχές",684.000.000,,
4520901,"Λοιπές μη εισηγμένες μετοχές εσωτερικού",684.000.000,,
4520901001,"Πωλήσεις μετοχών λοιπών επιχειρήσεων εσωτερικού μη εισηγμένων",684.000.000,,
52,"Υποχρεώσεις από Νόμισμα και καταθέσεις",6.000.000,,
521,"Υποχρεώσεις από νόμισμα σε κυκλοφορία",6.000.000,,
52101,"Υποχρεώσεις από κέρματα σε κυκλοφορία",6.000.000,,
5210101,"Μεταλλικά κέρματα σε κυκλοφορία",6.000.000,,
5210101001,"Έσοδα από την κυκλοφορία μεταλλικών κερμάτων",6.000.000,,
53,"Χρεωστικοί τίτλοι (Υποχρεώσεις)",36.954.000.000,,
531,"Βραχυπρόθεσμοι χρεωστικοί τίτλοι",24.800.000.000,,
53101,"Βραχυπρόθεσμοι τίτλοι εσωτερικού",24.800.000.000,,
5310101,"Έντοκα γραμμάτια του Ελληνικού Δημοσίου",24.800.000.000,,
5310101001,"Εισπράξεις εντόκων γραμματίων του Ελληνικού Δημοσίου",24.800.000.000,,
532,"Μακροπρόθεσμοι χρεωστικοί τίτλοι",12.154.000.000,,
53201,"Μακροπρόθεσμοι τίτλοι εσωτερικού",12.154.000.000,,
5320101,"Ομόλογα Ελληνικού Δημοσίου στην αγορά εσωτερικού",12.154.000.000,,
5320101001,"Εισπράξεις ομολόγων Ελληνικού Δημοσίου στην αγορά εσωτερικού",12.154.000.000,,
54,"Δάνεια",701.846.000.000,,
541,"Βραχυπρόθεσμα δάνεια",700.000.000.000,,
54101,"Βραχυπρόθεσμα δάνεια εσωτερικού",700.000.000.000,,
5410102,"Τίτλοι με σύμφωνο επαναγοράς",700.000.000.000,,
5410102001,"Εισπράξεις από την πώληση τίτλων με σύμφωνο επαναγοράς",700.000.000.000,,
542,"Μακροπρόθεσμα δάνεια",1.846.000.000,,
54202,"Μακροπρόθεσμα δάνεια εξωτερικού",1.846.000.000,,
5420205,"Δάνεια Ταμείου Ανάκαμψης και Ανθεκτικότητας",1.846.000.000,,
5420205001,"Δάνεια από το Ταμείο Ανάκαμψης και Ανθεκτικότητας 1.846.000.000 STOP Σύνολο:",796.625.498.000,,
13,"Μεταβιβάσεις",30.000.000,,
134,"Επιχορηγήσεις επενδύσεων εσωτερικού",30.000.000,,
13409,"Λοιπές Επιχορηγήσεις επενδύσεων",30.000.000,,
1340901,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
1340901001,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
15,"Λοιπά τρέχοντα έσοδα",170.000.000,,
159,"Επιστροφές δαπανών",170.000.000,,
15903,"Επιστροφές μεταβιβάσεων",154.000.000,,
1590301,"Επιστροφές ποσών από ΝΠΔΔ για εκτέλεση έργων επενδύσεων",135.000.000,,
1590302,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",4.000.000,,
1590302001,"Επιστροφές ποσών από φυσικά πρόσωπα για εκτέλεση έργων επενδύσεων",4.000.000,,
1590304,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",12.000.000,,
1590304001,"Επιστροφές επιχορηγήσεων για διαχείριση Απορριμμάτων Περιφέρειας Δυτικής Μακεδονίας",12.000.000,,
1590309,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",3.000.000,,
1590309001,"Λοιπές επιστροφές από την εκτέλεση έργων επενδύσεων",3.000.000,,
15907,"Επιστροφές λοιπών δαπανών",16.000.000,,
1590788,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π.",16.000.000,,
1590788002,"Επιστροφές χρημάτων για τακτοποίηση Χ.Ε.Π. έργων επενδύσεων που εκδόθηκαν μετά την 31.12.2010 16.000.000 STOP Σύνολο:",200.000.000,,
13,"Μεταβιβάσεις",3.800.000.000,,
135,"Επιχορηγήσεις επενδύσεων από την Ε.Ε.",3.800.000.000,,
13501,"Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία",3.800.000.000,,
1350101,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.681.000.000,,
1350101001,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.681.000.000,,
1350103,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",650.000.000,,
1350103001,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",650.000.000,,
1350104,"Απολήψεις από το Ταμείο Συνοχής",441.000.000,,
1350104001,"Απολήψεις από το Ταμείο Συνοχής",441.000.000,,
1350106001,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350107,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",62.000.000,,
1350107001,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",62.000.000,,
1350108,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",45.000.000,,
1350108001,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",45.000.000,,
1350189,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",58.000.000,,
21,"Παροχές σε εργαζομένους",13.610.168.000,,
22,"Κοινωνικές παροχές",220.643.000,,
23,"Μεταβιβάσεις",30.583.382.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.355.222.000,,
25,"Επιδοτήσεις",80.060.000,,
26,"Τόκοι",4.600.450.000,,
27,"Λοιπές δαπάνες",101.387.000,,
29,"Πιστώσεις υπό κατανομή",13.921.510.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.455.707.000,,
33,"Αγορές τιμαλφών",56.000,,
44,"Δάνεια",3.509.500.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",1.062.480.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",29.153.000.000,,
54,"Δάνεια",703.687.130.000,,
21,"Παροχές σε εργαζομένους",13.610.168.000,,
22,"Κοινωνικές παροχές",220.643.000,,
23,"Μεταβιβάσεις",30.583.382.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.355.222.000,,
25,"Επιδοτήσεις",80.060.000,,
26,"Τόκοι",4.600.450.000,,
27,"Λοιπές δαπάνες",101.387.000,,
29,"Πιστώσεις υπό κατανομή",2.922.920.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.455.707.000,,
33,"Αγορές τιμαλφών",56.000,,
44,"Δάνεια",3.509.500.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",1.062.480.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",29.153.000.000,,
54,"Δάνεια",703.687.130.000,,
1001,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΔΗΜΟΚΡΑΤΙΑΣ",4.462.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",146.200.000,,
1004,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΚΥΒΕΡΝΗΣΗΣ",44.144.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",3.238.568.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",268.622.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",6.465.600.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",4.657.271.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",578.368.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",5.841.100.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",417.553.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",751.576.826.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",1.041.436.000,,
1033,"ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ & ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ",21.612.496.000,,
1035,"ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ & ΕΠΕΝΔΥΣΕΩΝ",2.926.720.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",2.046.210.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",451.427.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",84.485.000,,
1053,"ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ",954.578.000,,
1055,"ΥΠΟΥΡΓΕΙΟ ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ",243.642.000,,
1057,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",1.975.413.000,,
1059,"ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ",595.021.000,,
1901,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΤΤΙΚΗΣ",17.492.000,,
1902,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ",26.386.000,,
1903,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ",18.447.000,,
1904,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ - ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",31.786.000,,
1905,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΙΓΑΙΟΥ",10.462.000,,
1906,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΚΡΗΤΗΣ",10.844.000,,
1907,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ 39.555.000 Σύνολο:",806.740.695.000,,
1001,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΔΗΜΟΚΡΑΤΙΑΣ",4.462.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",144.200.000,,
1004,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΚΥΒΕΡΝΗΣΗΣ",33.144.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",2.928.568.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",254.622.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",6.431.600.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",4.341.371.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",516.768.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",4.891.100.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",337.553.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",750.441.665.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",187.436.000,,
1033,"ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ & ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ",20.892.496.000,,
1035,"ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ & ΕΠΕΝΔΥΣΕΩΝ",146.720.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",756.210.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",276.427.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",39.485.000,,
1053,"ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ",240.578.000,,
1055,"ΥΠΟΥΡΓΕΙΟ ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ",92.713.000,,
1057,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",1.900.413.000,,
1059,"ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ",534.021.000,,
1901,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΤΤΙΚΗΣ",17.492.000,,
1902,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ",26.386.000,,
1903,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ",18.447.000,,
1904,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ - ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",31.786.000,,
1905,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΑΙΓΑΙΟΥ",10.462.000,,
1906,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΚΡΗΤΗΣ",10.844.000,,
1907,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ 39.555.000 Σύνολο:",795.742.105.000,,
1003,"ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ",2.000.000,,
1004,"ΠΡΟΕΔΡΙΑ ΤΗΣ ΚΥΒΕΡΝΗΣΗΣ",11.000.000,,
1007,"ΥΠΟΥΡΓΕΙΟ ΕΣΩΤΕΡΙΚΩΝ",310.000.000,,
1009,"ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ",14.000.000,,
1011,"ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ",34.000.000,,
1015,"ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ",315.900.000,,
1017,"ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ",61.600.000,,
1019,"ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ",950.000.000,,
1021,"ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ & ΑΘΛΗΤΙΣΜΟΥ",80.000.000,,
1023,"ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ",1.135.161.000,,
1029,"ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ & ΤΡΟΦΙΜΩΝ",854.000.000,,
1031,"ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ & ΕΝΕΡΓΕΙΑΣ",1.220.000.000,,
1035,"ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ & ΕΠΕΝΔΥΣΕΩΝ",2.780.000.000,,
1039,"ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ & ΜΕΤΑΦΟΡΩΝ",1.290.000.000,,
1041,"ΥΠΟΥΡΓΕΙΟ ΝΑΥΤΙΛΙΑΣ & ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ",175.000.000,,
1045,"ΥΠΟΥΡΓΕΙΟ ΤΟΥΡΙΣΜΟΥ",45.000.000,,
1053,"ΥΠΟΥΡΓΕΙΟ ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ",714.000.000,,
1055,"ΥΠΟΥΡΓΕΙΟ ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ",150.929.000,,
1057,"ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ",75.000.000,,
21,"Παροχές σε εργαζομένους",3.356.000,,
23,"Μεταβιβάσεις",203.000,,
24,"Αγορές αγαθών και υπηρεσιών",850.000,,
1001-101-0000000,"Προεδρία της Δημοκρατίας",4.462.000,,
21,"Παροχές σε εργαζομένους",3.356.000,,
23,"Μεταβιβάσεις",203.000,,
24,"Αγορές αγαθών και υπηρεσιών",850.000,,
21,"Παροχές σε εργαζομένους",111.381.000,,
22,"Κοινωνικές παροχές",763.000,,
23,"Μεταβιβάσεις",3.769.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.041.000,,
29,"Πιστώσεις υπό κατανομή",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.092.000,,
1003-101-0000000,"Γραφεία Προέδρου και Αντιπροέδρων της Βουλής των Ελλήνων",5.184.000,,
21,"Παροχές σε εργαζομένους",5.184.000,,
1003-201-0000000,"Γενική Γραμματεία της Βουλής των Ελλήνων",56.026.000,,
21,"Παροχές σε εργαζομένους",37.600.000,,
22,"Κοινωνικές παροχές",758.000,,
23,"Μεταβιβάσεις",3.719.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.791.000,,
29,"Πιστώσεις υπό κατανομή",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.004.000,,
33,"Αγορές τιμαλφών",54.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",82.990.000,,
21,"Παροχές σε εργαζομένους",68.597.000,,
22,"Κοινωνικές παροχές",5.000,,
23,"Μεταβιβάσεις",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.250.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 1.088.000 STOP Σύνολο:",144.200.000,,
1003-501-0000000,"Λοιπές αυτοτελείς Υπηρεσίες και μονάδες  οι οποίες υπάγονται στον Πρόεδρο της Βουλής των Ελλήνων",2.000.000,,
21,"Παροχές σε εργαζομένους",17.800.000,,
22,"Κοινωνικές παροχές",20.000,,
23,"Μεταβιβάσεις",7.830.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.696.000,,
25,"Επιδοτήσεις",3.000.000,,
1004-101-0000000,"Γραφεία Αντιπροέδρου της Κυβέρνησης  Υπουργών Επικρατείας  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων της Προεδρίας της Κυβέρνησης",1.200.000,,
21,"Παροχές σε εργαζομένους",1.200.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",9.043.000,,
21,"Παροχές σε εργαζομένους",4.549.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.696.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",798.000,,
1004-202-0000000,"Γενική Γραμματεία Νομικών και Κοινοβουλευτικών Θεμάτων",5.384.000,,
21,"Παροχές σε εργαζομένους",5.384.000,,
1004-203-0000000,"Γενική Γραμματεία Συντονισμού",2.238.000,,
21,"Παροχές σε εργαζομένους",2.238.000,,
1004-204-0000000,"Γενική Γραμματεία Επικοινωνίας και Ενημέρωσης",14.733.000,,
21,"Παροχές σε εργαζομένους",3.883.000,,
22,"Κοινωνικές παροχές",20.000,,
23,"Μεταβιβάσεις",7.830.000,,
25,"Επιδοτήσεις",3.000.000,,
1004-205-0000000,"Ειδική Γραμματεία Ο.Π.Σ. Παρακολούθησης και Αξιολόγησης του Κυβερνητικού Έργου",220.000,,
21,"Παροχές σε εργαζομένους",220.000,,
1004-501-0000000,"Εθνική Αρχή Προσβασιμότητας",123.000,,
21,"Παροχές σε εργαζομένους",123.000,,
1004-502-0000000,"Εθνική Επιτροπή Βιοηθικής και Τεχνοηθικής",203.000,,
21,"Παροχές σε εργαζομένους",203.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",3.095.000,,
29,"Πιστώσεις υπό κατανομή",3.095.000,,
1004-202-0000000,"Γενική Γραμματεία Νομικών και Κοινοβουλευτικών Θεμάτων",1.905.000,,
29,"Πιστώσεις υπό κατανομή 1.905.000 STOP Σύνολο:",5.000.000,,
1004-201-0000000,"Γενική Γραμματεία του Πρωθυπουργού",4.500.000,,
29,"Πιστώσεις υπό κατανομή",4.500.000,,
1004-202-0000000,"Γενική Γραμματεία Νομικών και Κοινοβουλευτικών Θεμάτων",1.500.000,,
21,"Παροχές σε εργαζομένους",63.878.000,,
23,"Μεταβιβάσεις",2.851.343.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.375.000,,
1007-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εσωτερικών",1.319.000,,
21,"Παροχές σε εργαζομένους",1.183.000,,
24,"Αγορές αγαθών και υπηρεσιών",136.000,,
1007-103-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων και Αναπληρωτών Γενικών Γραμματέων του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",574.000,,
21,"Παροχές σε εργαζομένους",231.000,,
24,"Αγορές αγαθών και υπηρεσιών",343.000,,
1007-202-0000000,"Γενική Γραμματεία Ιθαγένειας",11.699.000,,
21,"Παροχές σε εργαζομένους",9.519.000,,
23,"Μεταβιβάσεις",2.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",180.000,,
1007-206-0000000,"Γενική Γραμματεία Εσωτερικών και Οργάνωσης",2.859.775.000,,
21,"Παροχές σε εργαζομένους",12.586.000,,
23,"Μεταβιβάσεις",2.844.236.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.668.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",285.000,,
1007-207-0000000,"Γενική Γραμματεία Ανθρωπίνου Δυναμικού Δημοσίου Τομέα",18.268.000,,
21,"Παροχές σε εργαζομένους",12.170.000,,
23,"Μεταβιβάσεις",4.105.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.803.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",190.000,,
1007-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/ Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",479.000,,
21,"Παροχές σε εργαζομένους",474.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1007-503-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς",281.000,,
21,"Παροχές σε εργαζομένους",237.000,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1007-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Ανώτατο Συμβούλιο Επιλογής Προσωπικού που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",17.116.000,,
21,"Παροχές σε εργαζομένους",14.157.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.809.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",150.000,,
1007-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Συνήγορος του Πολίτη που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εσωτερικών",7.226.000,,
21,"Παροχές σε εργαζομένους",6.305.000,,
23,"Μεταβιβάσεις",6.000,,
24,"Αγορές αγαθών και υπηρεσιών",850.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",65.000,,
